date,headline,doc_type,material_type,section,keywords
2020-03-06,Florida Lobster Got a Break on China Tariffs. Then Came Coronavirus.,article,News,,"['Lobsters', 'International Trade and World Market', 'Customs (Tariff)', 'Fishing, Commercial', 'Coronavirus (2019-nCoV)', 'Prices (Fares, Fees and Rates)']"
2020-03-06,‘Like Licking an Ashtray’: Fires’ Invisible Threat to Australia’s Wines,article,News,,"['Wines', 'Grapes', 'Wildfires']"
2020-03-06,Love Letter: Learning the Meaning of Love,article,News,,"['Dating and Relationships', 'Modern Love (Times Column)', 'Vows (Times Column)']"
2020-03-06,"A Poem for International Women’s Day, Read by Vanessa Williams",article,News,,"['ACTORS AND ACTRESSES', 'Movies', 'Poetry and Poets']"
2020-03-06,"Dixie Chicks’ Fiery Return, and 10 More New Songs",article,News,,"['Pop and Rock Music', 'Rap and Hip-Hop', 'Jazz', 'Coronavirus (2019-nCoV)']"
2020-03-06,How Not to Become a Victim of Social Security Fraud Calls,article,News,,"['Identity Theft', 'Social Security (US)', 'Impostors (Criminal)', 'Elderly', 'Spam (Electronic)', 'Personal Finances']"
2020-03-06,"Crisis Deepens in Tiny Guyana, the World’s Newest Petro State",article,News,,['Elections']
2020-03-06,Why Warren Supporters Aren’t a Lock to Get Behind Sanders,article,News,,"['Voting and Voters', 'Presidential Election of 2020', 'Primaries and Caucuses', 'Polls and Public Opinion', 'United States Politics and Government']"
2020-03-06,Adam Ondra’s Race to the Top,article,News,,"['Rock Climbing', 'Olympic Games (2020)']"
2020-03-06,The Sydney Opera House Goes Quiet. Finally.,article,News,,"['Historic Buildings and Sites', 'ACOUSTICS', 'Classical Music', 'Building (Construction)', 'ARCHITECTURE', 'World Heritage Sites']"
2020-03-06,Florida Lobster Got a Break on China Tariffs. Then Came Coronavirus.,article,News,,"['Lobsters', 'International Trade and World Market', 'Customs (Tariff)', 'Fishing, Commercial', 'Coronavirus (2019-nCoV)', 'Prices (Fares, Fees and Rates)']"
2020-03-06,‘Like Licking an Ashtray’: Fires’ Invisible Threat to Australia’s Wines,article,News,,"['Wines', 'Grapes', 'Wildfires']"
